Gene,Sample,Habitat,Group
ABLRAH010000015.1_100,GCA_030895065.1_PDT001695463.1_genomic,Soil,GroupB
ABLRGG010000106.1_3,GCA_030899845.1_PDT001695089.1_genomic,Soil,GroupE
ABLYDA010000008.1_113,GCA_031093065.1_PDT001870759.1_genomic,Soil,GroupE
ABLYDD010000016.1_47,GCA_031093145.1_PDT001870760.1_genomic,Soil,GroupE
ABLYEO010000007.1_114,GCA_031093865.1_PDT001870722.1_genomic,Soil,GroupE
JARVGF010000059.1_28,GCA_031158755.1_ASM3115875v1_genomic,Soil,GroupE
CP114792.1_202,GCA_031210105.1_ASM3121010v1_genomic,Soil,GroupE
ABMCWE010000007.1_178,GCA_031301285.1_PDT001877031.1_genomic,Soil,GroupB
ABMGRH010000010.1_182,GCA_031444825.1_PDT001794015.1_genomic,Soil,GroupE
ABMHCK010000032.1_5,GCA_031452695.1_PDT001793526.1_genomic,Soil,GroupE
ABMHDF010000016.1_85,GCA_031463455.1_PDT001793502.1_genomic,Soil,GroupE
ABMHDG010000004.1_180,GCA_031463495.1_PDT001793500.1_genomic,Soil,GroupE
ABMHDK010000006.1_180,GCA_031463595.1_PDT001793494.1_genomic,Soil,GroupE
ABMHDR010000004.1_235,GCA_031463615.1_PDT001793493.1_genomic,Soil,GroupE
ABMHDS010000039.1_16,GCA_031463695.1_PDT001793489.1_genomic,Soil,GroupE
ABMRTT010000004.1_83,GCA_031707755.1_PDT001848132.2_genomic,Soil,GroupF
ABMRTU010000004.1_83,GCA_031707775.1_PDT001848131.1_genomic,Soil,GroupF
ABMRUA010000004.1_83,GCA_031707995.1_PDT001848124.1_genomic,Soil,GroupF
ABMRUF010000004.1_84,GCA_031708195.1_PDT001848119.1_genomic,Soil,GroupF
ABMRUG010000004.1_83,GCA_031708215.1_PDT001848118.1_genomic,Soil,GroupF
ABMRUH010000004.1_83,GCA_031708315.1_PDT001848117.1_genomic,Soil,GroupF
ABMZUB010000014.1_100,GCA_032043375.1_PDT001809390.2_genomic,Soil,GroupB
ABNCBM010000015.1_100,GCA_032181365.1_PDT001776869.2_genomic,Soil,GroupB
ABNCER010000009.1_181,GCA_032183185.1_PDT001809381.1_genomic,Soil,GroupB
ABNDAT010000091.1_5,GCA_032212085.1_PDT001768539.1_genomic,Soil,GroupE
DAPYNH010000009.1_180,GCA_032302535.1_PDT001834302.1_genomic,Soil,GroupF
JAVTVL010000009.1_5,GCA_032359805.1_ASM3235980v1_genomic,Soil,GroupE
JAVTVQ010000008.1_5,GCA_032359865.1_ASM3235986v1_genomic,Soil,GroupE
JAVTVP010000020.1_35,GCA_032359885.1_ASM3235988v1_genomic,Soil,GroupE
JAVTVN010000022.1_26,GCA_032360085.1_ASM3236008v1_genomic,Soil,GroupE
JAVTVO010000028.1_34,GCA_032360105.1_ASM3236010v1_genomic,Soil,GroupE
CP136025.1_211,GCA_032463745.1_ASM3246374v1_genomic,Soil,GroupF
ABNQXW010000005.1_5,GCA_032593735.1_PDT001810749.1_genomic,Soil,GroupB
ABNQXZ010000091.1_6,GCA_032593795.1_PDT001810747.1_genomic,Soil,GroupA
ABNQYC010000003.1_82,GCA_032593815.1_PDT001810743.1_genomic,Soil,GroupB
ABNQYI010000003.1_82,GCA_032593975.1_PDT001810737.1_genomic,Soil,GroupA
ABNQYL010000003.1_82,GCA_032593995.1_PDT001810736.1_genomic,Soil,GroupA
ABNRGM010000007.1_255,GCA_032603675.1_PDT001925687.1_genomic,Soil,GroupF
ABNRGL010000005.1_207,GCA_032603695.1_PDT001925688.1_genomic,Soil,GroupF
ABNRGN010000007.1_207,GCA_032603715.1_PDT001925686.1_genomic,Soil,GroupF
ABNRGO010000007.1_209,GCA_032603735.1_PDT001925684.1_genomic,Soil,GroupF
ABNRGP010000006.1_255,GCA_032603755.1_PDT001925685.1_genomic,Soil,GroupF
ABNRHM010000006.1_183,GCA_032604215.1_PDT001925649.1_genomic,Soil,GroupF
ABNRHU010000008.1_180,GCA_032604375.1_PDT001925641.1_genomic,Soil,GroupF
ABNRST010000010.1_181,GCA_032610255.1_PDT001925152.1_genomic,Soil,GroupB
DAQDXP010000028.1_17,GCA_032633505.1_PDT001923732.1_genomic,Soil,GroupF
ABNTEB010000003.1_82,GCA_032638005.1_PDT001810728.1_genomic,Soil,GroupA
ABNTEA010000003.1_82,GCA_032638025.1_PDT001810727.1_genomic,Soil,GroupB
ABNTED010000005.1_6,GCA_032638065.1_PDT001810725.1_genomic,Soil,GroupA
ABNTEG010000004.1_84,GCA_032638145.1_PDT001810723.1_genomic,Soil,GroupB
ABNTEI010000003.1_83,GCA_032638165.1_PDT001810720.1_genomic,Soil,GroupB
ABNTEJ010000003.1_83,GCA_032638185.1_PDT001810721.1_genomic,Soil,GroupB
ABNTEN010000003.1_84,GCA_032638285.1_PDT001810716.1_genomic,Soil,GroupB
ABNTEO010000003.1_84,GCA_032638305.1_PDT001810715.1_genomic,Soil,GroupB
ABNTEW010000003.1_82,GCA_032638425.1_PDT001810707.1_genomic,Soil,GroupB
ABNTHF010000006.1_6,GCA_032639625.1_PDT001810646.1_genomic,Soil,GroupB
ABNTHE010000003.1_82,GCA_032639665.1_PDT001810644.1_genomic,Soil,GroupB
ABNTHG010000003.1_82,GCA_032639685.1_PDT001810643.1_genomic,Soil,GroupB
ABNTHH010000004.1_84,GCA_032639705.1_PDT001810642.1_genomic,Soil,GroupB
ABNTHL010000003.1_83,GCA_032639745.1_PDT001810638.1_genomic,Soil,GroupB
ABNTHP010000003.1_83,GCA_032639865.1_PDT001810634.1_genomic,Soil,GroupB
ABNTHS010000004.1_84,GCA_032639925.1_PDT001810630.1_genomic,Soil,GroupB
ABNTHW010000002.1_82,GCA_032640005.1_PDT001810623.1_genomic,Soil,GroupB
ABNTHX010000004.1_84,GCA_032640025.1_PDT001810621.1_genomic,Soil,GroupB
ABNTHZ010000004.1_85,GCA_032640045.1_PDT001810619.1_genomic,Soil,GroupB
ABNTHY010000003.1_82,GCA_032640065.1_PDT001810620.1_genomic,Soil,GroupB
ABNTIG010000003.1_83,GCA_032640185.1_PDT001810613.1_genomic,Soil,GroupB
JAOQHA010000013.1_176,GCA_032646885.1_ASM3264688v1_genomic,Soil,GroupF
ABNTSS010000029.1_5,GCA_032647005.1_PDT001793528.1_genomic,Soil,GroupE
JAOQHI010000015.1_30,GCA_032647245.1_ASM3264724v1_genomic,Soil,GroupE
ABNTSX010000005.1_177,GCA_032647745.1_PDT001793503.1_genomic,Soil,GroupE
ABNTVA010000015.1_108,GCA_032650485.1_PDT001792372.1_genomic,Soil,GroupE
ABNTVW010000009.1_172,GCA_032651985.1_PDT001792347.1_genomic,Soil,GroupE
JAVADL010000032.1_5,GCA_032661465.1_ASM3266146v1_genomic,Soil,GroupE
JAVADK010000032.1_33,GCA_032661485.1_ASM3266148v1_genomic,Soil,GroupE
ABNUAH010000004.1_232,GCA_032661545.1_PDT001792338.1_genomic,Soil,GroupE
JAVADI010000002.1_187,GCA_032661585.1_ASM3266158v1_genomic,Soil,GroupE
JAVADJ010000033.1_33,GCA_032661645.1_ASM3266164v1_genomic,Soil,GroupE
JAVADG010000041.1_19,GCA_032661685.1_ASM3266168v1_genomic,Soil,GroupE
JAVADF010000021.1_34,GCA_032661725.1_ASM3266172v1_genomic,Soil,GroupE
JAVADE010000021.1_24,GCA_032661805.1_ASM3266180v1_genomic,Soil,GroupE
JAVADC010000007.1_72,GCA_032661825.1_ASM3266182v1_genomic,Soil,GroupE
JAVADD010000004.1_179,GCA_032661845.1_ASM3266184v1_genomic,Soil,GroupE
JAVADB010000005.1_92,GCA_032661865.1_ASM3266186v1_genomic,Soil,GroupE
JAVADA010000004.1_179,GCA_032661945.1_ASM3266194v1_genomic,Soil,GroupE
JAVACZ010000006.1_177,GCA_032662005.1_ASM3266200v1_genomic,Soil,GroupE
JAVACW010000003.1_34,GCA_032662025.1_ASM3266202v1_genomic,Soil,GroupE
JAVACX010000007.1_179,GCA_032662045.1_ASM3266204v1_genomic,Soil,GroupE
JAVACY010000021.1_34,GCA_032662065.1_ASM3266206v1_genomic,Soil,GroupE
JAVACV010000006.1_31,GCA_032662145.1_ASM3266214v1_genomic,Soil,GroupE
JAVACR010000004.1_255,GCA_032662205.1_ASM3266220v1_genomic,Soil,GroupE
JAVACU010000006.1_188,GCA_032662225.1_ASM3266222v1_genomic,Soil,GroupE
JAVACQ010000007.1_33,GCA_032662305.1_ASM3266230v1_genomic,Soil,GroupE
JAVACP010000022.1_34,GCA_032662385.1_ASM3266238v1_genomic,Soil,GroupE
JAVACO010000022.1_24,GCA_032662405.1_ASM3266240v1_genomic,Soil,GroupE
JAVACN010000009.1_6,GCA_032662425.1_ASM3266242v1_genomic,Soil,GroupE
JAVACM010000068.1_10,GCA_032662445.1_ASM3266244v1_genomic,Soil,GroupE
ABNUGE010000007.1_218,GCA_032670325.1_PDT001792115.1_genomic,Soil,GroupE
ABNUGO010000007.1_180,GCA_032670765.1_PDT001792104.1_genomic,Soil,GroupE
ABNUGW010000012.1_103,GCA_032671065.1_PDT001792008.1_genomic,Soil,GroupE
ABNUGV010000008.1_181,GCA_032671125.1_PDT001792009.1_genomic,Soil,GroupE
ABNUGZ010000002.1_180,GCA_032671145.1_PDT001792005.1_genomic,Soil,GroupE
ABNUGY010000004.1_224,GCA_032671205.1_PDT001792006.1_genomic,Soil,GroupE
ABNUHU010000004.1_181,GCA_032672845.1_PDT001791976.1_genomic,Soil,GroupE
ABNUIA010000006.1_180,GCA_032673125.1_PDT001791970.1_genomic,Soil,GroupE
ABNUQU010000006.1_233,GCA_032682425.1_PDT001791665.1_genomic,Soil,GroupE
ABNUQV010000016.1_47,GCA_032682445.1_PDT001791664.1_genomic,Soil,GroupE
ABNUQW010000009.1_180,GCA_032682465.1_PDT001791663.1_genomic,Soil,GroupE
ABNUQX010000009.1_6,GCA_032682485.1_PDT001791662.1_genomic,Soil,GroupE
ABNURB010000014.1_102,GCA_032682565.1_PDT001791657.1_genomic,Soil,GroupE
ABNURD010000008.1_192,GCA_032682605.1_PDT001791656.1_genomic,Soil,GroupE
ABNURE010000005.1_102,GCA_032682625.1_PDT001791655.1_genomic,Soil,GroupE
ABNURF010000009.1_177,GCA_032682645.1_PDT001791654.1_genomic,Soil,GroupE
ABNUWR010000011.1_172,GCA_032685245.1_PDT001791246.1_genomic,Soil,GroupE
ABNUWI010000006.1_177,GCA_032685385.1_PDT001791255.1_genomic,Soil,GroupE
ABNUWJ010000005.1_186,GCA_032685405.1_PDT001791254.1_genomic,Soil,GroupE
ABNUWK010000025.1_5,GCA_032685425.1_PDT001791253.1_genomic,Soil,GroupE
ABNUWL010000015.1_100,GCA_032685445.1_PDT001791252.1_genomic,Soil,GroupE
ABNUWM010000056.1_8,GCA_032685465.1_PDT001791251.1_genomic,Soil,GroupE
ABNUWT010000031.1_18,GCA_032685545.1_PDT001791244.1_genomic,Soil,GroupE
ABNUWW010000012.1_45,GCA_032685585.1_PDT001791241.1_genomic,Soil,GroupE
ABNUWX010000009.1_178,GCA_032685625.1_PDT001791240.1_genomic,Soil,GroupE
ABNUXE010000010.1_174,GCA_032685745.1_PDT001791233.1_genomic,Soil,GroupE
ABNUXJ010000009.1_180,GCA_032685845.1_PDT001791228.1_genomic,Soil,GroupE
ABNUXK010000008.1_176,GCA_032685905.1_PDT001791226.1_genomic,Soil,GroupE
ABNUYE010000009.1_172,GCA_032686265.1_PDT001791208.1_genomic,Soil,GroupE
ABNXZQ010000011.1_180,GCA_032768815.1_PDT001786826.1_genomic,Soil,GroupE
ABNXZW010000028.1_46,GCA_032768975.1_PDT001786820.1_genomic,Soil,GroupE
ABOFDT010000035.1_6,GCA_032900285.1_PDT001776528.1_genomic,Soil,GroupF
ABOFDV010000003.1_82,GCA_032900305.1_PDT001776524.1_genomic,Soil,GroupF
ABOFEC010000003.1_82,GCA_032900425.1_PDT001776506.1_genomic,Soil,GroupF
ABOFFG010000042.1_5,GCA_032901065.1_PDT001776476.1_genomic,Soil,GroupF
ABOFFI010000039.1_5,GCA_032901105.1_PDT001776473.1_genomic,Soil,GroupF
ABOFFJ010000003.1_82,GCA_032901125.1_PDT001776470.1_genomic,Soil,GroupF
ABOGEN010000087.1_5,GCA_032966525.1_PDT001773623.1_genomic,Soil,GroupE
ABOJUN010000010.1_172,GCA_033051515.1_PDT001759023.1_genomic,Soil,GroupE
DAQNEW010000018.1_6,GCA_033056415.1_PDT001758627.1_genomic,Soil,GroupF
DAQNEY010000052.1_6,GCA_033056435.1_PDT001758623.1_genomic,Soil,GroupF
DAQNFD010000011.1_142,GCA_033056515.1_PDT001758617.1_genomic,Soil,GroupF
DAQNFC010000006.1_179,GCA_033056535.1_PDT001758620.1_genomic,Soil,GroupF
DAQNFF010000084.1_5,GCA_033056595.1_PDT001758615.1_genomic,Soil,GroupF
ABOJXG010000055.1_5,GCA_033056915.1_PDT001758594.1_genomic,Soil,GroupE
ABOJXI010000004.1_72,GCA_033056985.1_PDT001758593.1_genomic,Soil,GroupE
ABOJXL010000013.1_48,GCA_033057075.1_PDT001758587.1_genomic,Soil,GroupE
ABONXP010000077.1_5,GCA_033287065.1_PDT001744097.1_genomic,Soil,GroupE
ABONYI010000054.1_5,GCA_033287485.1_PDT001744076.1_genomic,Soil,GroupE
ABONYK010000006.1_181,GCA_033287505.1_PDT001744075.1_genomic,Soil,GroupE
ABONYN010000006.1_56,GCA_033287565.1_PDT001744072.1_genomic,Soil,GroupE
ABONYP010000008.1_180,GCA_033287625.1_PDT001744070.1_genomic,Soil,GroupE
ABONYS010000033.1_47,GCA_033287665.1_PDT001744067.1_genomic,Soil,GroupE
ABONYX010000009.1_181,GCA_033287785.1_PDT001744062.1_genomic,Soil,GroupE
ABOSDX010000083.1_6,GCA_033503735.1_PDT001742189.1_genomic,Soil,GroupE
ABOSDY010000051.1_26,GCA_033503755.1_PDT001742187.1_genomic,Soil,GroupE
ABOSEB010000106.1_4,GCA_033503815.1_PDT001742184.1_genomic,Soil,GroupE
CADDXJ010000001.1_4075,GCA_902810105.1_SC454_genomic,Soil,GroupF
CADDXI010000001.1_3549,GCA_902810135.1_SC456_genomic,Soil,GroupF
CADDXF010000001.1_4201,GCA_902810145.1_SC465_genomic,Soil,GroupF
CADDXL010000002.1_884,GCA_902810155.1_SC464_genomic,Soil,GroupF
CADDXU010000001.1_928,GCA_902810175.1_SC429_genomic,Soil,GroupF
CADDXT010000001.1_3133,GCA_902810185.1_SC443_genomic,Soil,GroupF
CADDXN010000001.1_2958,GCA_902810195.1_SC452_genomic,Soil,GroupF
CADDXS010000001.1_1171,GCA_902810205.1_SC430_genomic,Soil,GroupF
CADDXM010000001.1_3500,GCA_902810215.1_SC433_genomic,Soil,GroupF
CADDXO010000001.1_3136,GCA_902810225.1_SC445_genomic,Soil,GroupF
CADDXP010000001.1_4375,GCA_902810245.1_SC441_genomic,Soil,GroupF
CADDXQ010000002.1_3699,GCA_902810265.1_SC446_genomic,Soil,GroupF
LR778142.1_3841,GCA_902810315.1_SC434_genomic,Soil,GroupF
LR778146.1_3479,GCA_902810345.1_SC455_genomic,Soil,GroupF
CADEAI010000002.1_2126,GCA_902825175.1_SC453_genomic,Soil,GroupF
